street address,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip,Country,Source
"4894 FARLIN, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"5059 NORTHLAND, St. Louis, MO",38.670049,-90.259037,0.6,rooftop,5059,Northland Ave,Saint Louis,MO,St. Louis city,63113,US,City of St Louis
"5706 THEKLA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"5824 SALOMA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"713 BITTNER, St. Louis, MO",38.711043,-90.229046,1,rooftop,713,Bittner St,Saint Louis,MO,St. Louis city,63147,US,City of St Louis
"5447 BEACON, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"210 17TH, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"1117 13TH, St. Louis, MO",38.617507,-90.203735,0.9,rooftop,1117,S 13th St,Saint Louis,MO,St. Louis city,63104,US,City of St Louis
"1200 JOSEPHINE BAKER, St. Louis, MO",38.643795,-90.225676,0.6,rooftop,1200,Josephine Baker Blvd,Saint Louis,MO,St. Louis city,63106,US,City of St Louis
"5223 ALASKA, St. Louis, MO",38.569467,-90.249463,0.6,rooftop,5223,Alaska Ave,Saint Louis,MO,St. Louis city,63111,US,City of St Louis
"5718 HENNER, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"5067 WINONA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"3115 CHEROKEE, St. Louis, MO",38.594781,-90.235263,1,rooftop,3115,Cherokee St,Saint Louis,MO,St. Louis city,63118,US,City of St Louis
"4014 UNION, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"4842 PENNSYLVANIA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"1625 CARROLL, St. Louis, MO",38.615186,-90.210175,1,rooftop,1625,Carroll St,Saint Louis,MO,St. Louis city,63104,US,City of St Louis
"437 FASSEN, St. Louis, MO",38.565193,-90.245377,1,rooftop,437,Fassen St,Saint Louis,MO,St. Louis city,63111,US,City of St Louis
"4923 DEVONSHIRE, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"930 HOLLY HILLS, St. Louis, MO",38.562764,-90.26581,0.6,rooftop,930,Holly Hills Ave,Saint Louis,MO,St. Louis city,63116,US,City of St Louis
"3407 WINNEBAGO, St. Louis, MO",38.589927,-90.240552,1,rooftop,3407,Winnebago St,Saint Louis,MO,St. Louis city,63118,US,City of St Louis
"4056 PHILLIPS, St. Louis, MO",38.590317,-90.256496,0.6,rooftop,4056,Phillips Ave,Saint Louis,MO,St. Louis city,63116,US,City of St Louis
"2052 ANN, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"3653 RUSSELL, St. Louis, MO",38.613875,-90.241957,1,rooftop,3653,Russell Blvd,Saint Louis,MO,St. Louis city,63110,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"5820 HIGHLAND, St. Louis, MO",38.676066,-90.277589,0.6,rooftop,5820,Highland Ave,Saint Louis,MO,St. Louis city,63112,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"3157 SUBLETTE, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"5319 DAGGETT, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"5540 NATURAL BRIDGE, St. Louis, MO",38.682412,-90.265174,0.9,range_interpolation,5540,State Hwy 115,Saint Louis,MO,St. Louis city,63120,US,TIGER/Line® dataset from the US Census Bureau
"3800 LABADIE, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"4014 UNION, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"1915 OLIVE, St. Louis, MO",38.632115,-90.207675,0.6,rooftop,1915,Olive St,Saint Louis,MO,St. Louis city,63103,US,City of St Louis
"1915 OLIVE, St. Louis, MO",38.632115,-90.207675,0.6,rooftop,1915,Olive St,Saint Louis,MO,St. Louis city,63103,US,City of St Louis
"1915 OLIVE, St. Louis, MO",38.632115,-90.207675,0.6,rooftop,1915,Olive St,Saint Louis,MO,St. Louis city,63103,US,City of St Louis
"3511  , St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"7410 HALL, St. Louis, MO",38.7028,-90.219968,1,rooftop,7410,Hall St,Saint Louis,MO,St. Louis city,63147,US,City of St Louis
"4715 NEWCOMB, St. Louis, MO",38.659826,-90.254515,1,rooftop,4715,Newcomb Pl,Saint Louis,MO,St. Louis city,63113,US,City of St Louis
"5000 DAVISON, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"5921 BARTMER, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"3317 HALLIDAY, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"1818 CASS, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"1 GOVERNMENT, St. Louis, MO",38.638236,-90.284279,1,rooftop,1,Government Dr,Saint Louis,MO,St. Louis city,63110,US,City of St Louis
"100 BROADWAY, St. Louis, MO",38.626459,-90.188922,0.9,rooftop,100,N Broadway,Saint Louis,MO,St. Louis city,63102,US,City of St Louis
"4136 PENROSE, St. Louis, MO",38.671263,-90.224069,1,rooftop,4136,Penrose St,Saint Louis,MO,St. Louis city,63115,US,City of St Louis
"1114 MARKET, St. Louis, MO",38.626816,-90.197693,1,rooftop,1114,Market St,Saint Louis,MO,St. Louis city,63102,US,City of St Louis
"4962 NORTHLAND, St. Louis, MO",38.668408,-90.256718,0.6,rooftop,4962,Northland Pl,Saint Louis,MO,St. Louis city,63113,US,City of St Louis
"3915 19TH, St. Louis, MO",38.663058,-90.20318,1,rooftop,3915,19th St,Saint Louis,MO,St. Louis city,63107,US,City of St Louis
"1307 SHENANDOAH, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"5318 ORIOLE, St. Louis, MO",38.701901,-90.25284,0.5,range_interpolation,5318,Oriole Ave,Saint Louis,MO,St. Louis city,63120,US,TIGER/Line® dataset from the US Census Bureau
"1412 LASALLE, St. Louis, MO",38.617784,-90.206664,1,rooftop,1412,Lasalle St,Saint Louis,MO,St. Louis city,63104,US,City of St Louis
"2800 PENNSYLVANIA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"2800 PENNSYLVANIA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"1641 KINGSHIGHWAY, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"1023 SPRUCE, St. Louis, MO",38.624139,-90.197638,1,rooftop,1023,Spruce St,Saint Louis,MO,St. Louis city,63102,US,City of St Louis
"1023 SPRUCE, St. Louis, MO",38.624139,-90.197638,1,rooftop,1023,Spruce St,Saint Louis,MO,St. Louis city,63102,US,City of St Louis
"4115 MCPHERSON, St. Louis, MO",38.642073,-90.24571,0.6,rooftop,4115,McPherson Ave,Saint Louis,MO,St. Louis city,63108,US,City of St Louis
"1029 EILER, St. Louis, MO",38.569377,-90.251922,1,rooftop,1029,Eiler St,Saint Louis,MO,St. Louis city,63111,US,City of St Louis
"4400 FOREST PARK, St. Louis, MO",38.637067,-90.256796,0.6,rooftop,4400,Forest Park Ave,Saint Louis,MO,St. Louis city,63110,US,City of St Louis
"3862 MERAMEC, St. Louis, MO",38.583691,-90.250368,1,rooftop,3862,Meramec St,Saint Louis,MO,St. Louis city,63116,US,City of St Louis
"4708 WREN, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"4129 TAFT, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"2116 SHENANDOAH, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"1618 BELT, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"3535 JEFFERSON, St. Louis, MO",38.590234,-90.226545,0.5,rooftop,3535,S Jefferson Ave,Saint Louis,MO,St. Louis city,63118,US,City of St Louis
"1307 SHENANDOAH, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"4543 NEBRASKA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"2150 VICTOR, St. Louis, MO",38.605221,-90.220243,1,rooftop,2150,Victor St,Saint Louis,MO,St. Louis city,63104,US,City of St Louis
"1515 13TH, St. Louis, MO",38.641884,-90.194451,0.9,rooftop,1515,N 13th St,Saint Louis,MO,St. Louis city,63106,US,City of St Louis
"4614 SAN FRANCISCO, St. Louis, MO",38.673412,-90.241031,0.6,rooftop,4614,San Francisco Ave,Saint Louis,MO,St. Louis city,63115,US,City of St Louis
"1621 TUCKER, St. Louis, MO",38.613947,-90.205651,0.5,rooftop,1621,S Tucker Blvd,Saint Louis,MO,St. Louis city,63104,US,City of St Louis
"1900 OLIVE, St. Louis, MO",38.631497,-90.207334,0.6,rooftop,1900,Olive St,Saint Louis,MO,St. Louis city,63103,US,City of St Louis
"4877 BESSIE, St. Louis, MO",38.681207,-90.24369,0.6,rooftop,4877,Bessie Ave,Saint Louis,MO,St. Louis city,63115,US,City of St Louis
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"1615 9TH, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"1500 GRAND, St. Louis, MO",38.511016,-90.293207,0.9,range_interpolation,1500,Granda Dr,Saint Louis,MO,St. Louis County,63125,US,TIGER/Line® dataset from the US Census Bureau
"5562 THEODOSIA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"3632 WILMINGTON, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"3853 FOREST PARK, St. Louis, MO",38.635048,-90.241212,0.6,rooftop,3853,Forest Park Ave,Saint Louis,MO,St. Louis city,63108,US,City of St Louis
"5350 CHIPPEWA, St. Louis, MO",38.591966,-90.283019,1,rooftop,5350,Chippewa St,Saint Louis,MO,St. Louis city,63109,US,City of St Louis
"6741 MANCHESTER, St. Louis, MO",38.618101,-90.304407,0.9,range_interpolation,6741,State Hwy 100,Saint Louis,MO,St. Louis city,63110,US,TIGER/Line® dataset from the US Census Bureau
"5058 ALCOTT, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"919 JEFFERSON, St. Louis, MO",38.515131,-90.299356,1,range_interpolation,919,Jeffersonian Dr,Saint Louis,MO,St. Louis County,63125,US,TIGER/Line® dataset from the US Census Bureau
"4314 MINNESOTA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"4100 DR MARTIN LUTHER KING, St. Louis, MO",38.652908,-90.237721,1,rooftop,4100,Dr Martin Luther King Dr,Saint Louis,MO,St. Louis city,63113,US,City of St Louis
"7943 CHURCH, St. Louis, MO",38.708205,-90.231435,1,rooftop,7943,Church Rd,Saint Louis,MO,St. Louis city,63147,US,City of St Louis
"4742 PENROSE, St. Louis, MO",38.678568,-90.241269,1,rooftop,4742,Penrose St,Saint Louis,MO,St. Louis city,63115,US,City of St Louis
"2221 EDWARDS, St. Louis, MO",38.614209,-90.275817,0.6,rooftop,2221,Edwards St,Saint Louis,MO,St. Louis city,63110,US,City of St Louis
"4009 NEOSHO, St. Louis, MO",38.581606,-90.2588,1,rooftop,4009,Neosho St,Saint Louis,MO,St. Louis city,63116,US,City of St Louis
"4955 SUTHERLAND, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"7726 MICHIGAN, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"3011 WISCONSIN, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"374 GRAND, St. Louis, MO",38.516501,-90.276131,0.6,range_interpolation,374,Grant Rd,Saint Louis,MO,St. Louis County,63125,US,TIGER/Line® dataset from the US Census Bureau
"700 CLARK, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"5544 37TH, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"7004 PENNSYLVANIA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"5133 HIGHLAND, St. Louis, MO",38.66981,-90.261097,0.6,rooftop,5133,Highland Ave,Saint Louis,MO,St. Louis city,63113,US,City of St Louis
"2826 OREGON, St. Louis, MO",38.603272,-90.228906,0.6,rooftop,2826,Oregon Ave,Saint Louis,MO,St. Louis city,63118,US,City of St Louis
"1404 UNION, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"3700 IOWA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"4164 CHIPPEWA, St. Louis, MO",38.589475,-90.258371,1,rooftop,4164,Chippewa St,Saint Louis,MO,St. Louis city,63116,US,City of St Louis
"5922 MIMIKA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"3811 GUSTINE, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"2200 OREGON, St. Louis, MO",38.610208,-90.2278,0.5,range_interpolation,2200,Oregon Ave,Saint Louis,MO,St. Louis city,63104,US,TIGER/Line® dataset from the US Census Bureau
"1213 HADLEY, St. Louis, MO",38.637689,-90.19402,1,rooftop,1213,Hadley St,Saint Louis,MO,St. Louis city,63106,US,City of St Louis
"7057 LINDENWOOD, St. Louis, MO",38.595989,-90.314154,1,range_interpolation,7057,Lindenwood Pl,Saint Louis,MO,St. Louis city,63109,US,TIGER/Line® dataset from the US Census Bureau
"8925 ANNETTA, St. Louis, MO",38.719928,-90.237723,1,rooftop,8925,Annetta St,Saint Louis,MO,St. Louis city,63147,US,City of St Louis
"2617 MADISON, St. Louis, MO",38.64785,-90.213511,0.6,rooftop,2617,Madison St,Saint Louis,MO,St. Louis city,63106,US,City of St Louis
"7919 BROADWAY, St. Louis, MO",38.545038,-90.261147,0.9,rooftop,7919,S Broadway,Saint Louis,MO,St. Louis city,63111,US,City of St Louis
"3628 LINDELL, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"4557 MCMILLAN, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"6135 MANCHESTER, St. Louis, MO",38.622393,-90.289491,0.9,range_interpolation,6135,State Hwy 100,Saint Louis,MO,St. Louis city,63139,US,TIGER/Line® dataset from the US Census Bureau
"1105 VINSON, St. Louis, MO",38.639054,-90.205472,1,rooftop,1105,Vinson St,Saint Louis,MO,St. Louis city,63106,US,City of St Louis
"4216 BATES, St. Louis, MO",38.57507,-90.267653,1,rooftop,4216,Bates St,Saint Louis,MO,St. Louis city,63116,US,City of St Louis
"1445 18TH, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"1445 18TH, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"932 LOUGHBOROUGH, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"4014 UNION, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"7601 HALL, St. Louis, MO",38.705098,-90.225011,1,rooftop,7601,Hall St,Saint Louis,MO,St. Louis city,63147,US,City of St Louis
"4542 SAN FRANCISCO, St. Louis, MO",38.672456,-90.240194,0.6,rooftop,4542,San Francisco Ave,Saint Louis,MO,St. Louis city,63115,US,City of St Louis
"4539 GRAVOIS, St. Louis, MO",38.438473,-90.3104,1,range_interpolation,4539,Gravois Rd,Saint Louis,MO,St. Louis County,63129,US,TIGER/Line® dataset from the US Census Bureau
"1907 AGNES, St. Louis, MO",38.658203,-90.200619,1,rooftop,1907,Agnes St,Saint Louis,MO,St. Louis city,63107,US,City of St Louis
"5574 ERA, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"1916 KRAFT, St. Louis, MO",38.62152,-90.301161,1,rooftop,1916,Kraft St,Saint Louis,MO,St. Louis city,63139,US,City of St Louis
"5311 UNION, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"7529 VERMONT, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"4100 TAFT, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"700 CLARK, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"3726 COOK, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"32 HAMPTON VILLAGE, St. Louis, MO",38.592044,-90.293041,1,rooftop,32,Hampton Village Plz,Saint Louis,MO,St. Louis city,63109,US,City of St Louis
"4673 DEWEY, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"3900 MERAMEC, St. Louis, MO",38.584273,-90.251722,1,rooftop,3900,Meramec St,Saint Louis,MO,St. Louis city,63116,US,City of St Louis
"1508 LINTON, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"6141 LAGOON, St. Louis, MO",38.638236,-90.284279,1,rooftop,6141,Lagoon Dr,Saint Louis,MO,St. Louis city,63110,US,City of St Louis
"2914 MILTON, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"5246 LEXINGTON, St. Louis, MO",38.631501,-90.19231,0.33,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
"   , St. Louis, MO",38.631501,-90.19231,1,place,,,Saint Louis,MO,St. Louis city,63101,US,TIGER/Line® dataset from the US Census Bureau
